,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
13,1500.5249999999999,1385.1000000000001,1308.15,1269.675,1231.2,1250.4375,1269.675,1346.6249999999998,1539.0000000000005,1692.9000000000003,1731.3750000000002,1750.6125,1731.3750000000002,1692.9000000000003,1673.6625,1673.6625,1750.6125,1923.7500000000002,1904.5125,1866.0375000000001,1808.3249999999998,1769.8500000000004,1673.6625,1558.2375000000002
14,1559.1831300000001,1466.0975700000004,1396.2834,1373.01201,1373.01201,1396.2834,1722.08286,2001.3395400000002,2210.78205,2234.05344,2234.05344,2210.78205,2210.78205,2210.78205,2164.2392700000005,2187.51066,2303.8676100000002,2327.139,2327.139,2234.05344,2117.6964900000003,1931.52537,1698.81147,1466.0975700000004
15,1676.541,1576.4489999999998,1501.3799999999999,1476.3569999999997,1476.3569999999997,1501.3799999999999,1851.702,2151.978,2377.185,2402.208,2402.208,2377.185,2377.185,2377.185,2327.139,2352.162,2477.277,2502.3,2502.3,2402.208,2277.093,2076.9089999999997,1826.6789999999999,1576.4489999999998
16,1643.0101800000002,1544.9200199999998,1471.3523999999998,1446.82986,1446.82986,1471.3523999999998,1814.66796,2108.93844,2329.6413,2354.1638399999997,2354.1638399999997,2329.6413,2329.6413,2329.6413,2280.59622,2305.11876,2427.73146,2452.254,2452.254,2354.1638399999997,2231.55114,2035.3708199999999,1790.1454199999998,1544.9200199999998
17,1609.4793599999998,1513.39104,1441.3247999999999,1417.30272,1417.30272,1441.3247999999999,1777.6339199999998,2065.89888,2282.0975999999996,2306.1196800000002,2306.1196800000002,2282.0975999999996,2282.0975999999996,2282.0975999999996,2234.05344,2258.07552,2378.18592,2402.208,2402.208,2306.1196800000002,2186.00928,1993.8326399999999,1753.61184,1513.39104
18,1575.94854,1481.86206,1411.2972,1387.77558,1387.77558,1411.2972,1740.59988,2022.8593199999998,2234.5539,2258.07552,2258.07552,2234.5539,2234.5539,2234.5539,2187.51066,2211.03228,2328.64038,2352.162,2352.162,2258.07552,2140.46742,1952.2944599999998,1717.0782599999998,1481.86206
19,1502.88138,1387.27512,1310.2042800000002,1271.66886,1233.13344,1252.4011500000001,1271.66886,1348.7396999999999,1541.4168000000002,1695.5584800000001,1734.0939,1753.36161,1734.0939,1695.5584800000001,1676.29077,1676.29077,1753.36161,1926.771,1907.5032899999999,1868.96787,1811.16474,1772.6293200000002,1676.29077,1560.68451
20,1463.8454999999997,1351.2420000000002,1276.173,1238.6385,1201.104,1219.8712500000001,1238.6385,1313.7074999999998,1501.38,1651.518,1689.0525,1707.8197499999999,1689.0525,1651.518,1632.7507499999997,1632.7507499999997,1707.8197499999999,1876.725,1857.9577499999998,1820.42325,1764.1214999999997,1726.587,1632.7507499999997,1520.14725
21,1481.0463900000004,1392.6257100000003,1326.3102000000001,1304.20503,1304.20503,1326.3102000000001,1635.7825800000003,1901.0446200000004,2099.9911500000003,2122.0963200000006,2122.0963200000006,2099.9911500000003,2099.9911500000003,2099.9911500000003,2055.7808100000007,2077.88598,2188.4118300000005,2210.5170000000003,2210.5170000000003,2122.0963200000006,2011.5704700000001,1834.7291100000004,1613.6774100000002,1392.6257100000003
22,1592.5230000000001,1497.447,1426.14,1402.371,1402.371,1426.14,1758.9060000000002,2044.1340000000002,2258.055,2281.824,2281.824,2258.055,2258.055,2258.055,2210.5170000000003,2234.286,2353.1310000000003,2376.9,2376.9,2281.824,2162.9790000000003,1972.8270000000002,1735.1370000000002,1497.447
23,1560.6725400000003,1467.4980600000001,1397.6172,1374.32358,1374.32358,1397.6172,1723.7278800000001,2003.25132,2212.8939,2236.1875200000004,2236.1875200000004,2212.8939,2212.8939,2212.8939,2166.30666,2189.60028,2306.06838,2329.362,2329.362,2236.1875200000004,2119.7194200000004,1933.3704599999999,1700.4342599999998,1467.4980600000001
24,1528.8220800000001,1437.5491200000001,1369.0944000000002,1346.27616,1346.27616,1369.0944000000002,1688.5497599999999,1962.36864,2167.7327999999998,2190.5510400000003,2190.5510400000003,2167.7327999999998,2167.7327999999998,2167.7327999999998,2122.0963200000006,2144.91456,2259.00576,2281.824,2281.824,2190.5510400000003,2076.45984,1893.91392,1665.7315200000003,1437.5491200000001
25,1496.9716200000003,1407.6001800000001,1340.5716,1318.22874,1318.22874,1340.5716,1653.37164,1921.48596,2122.5717,2144.91456,2144.91456,2122.5717,2122.5717,2122.5717,2077.88598,2100.2288399999998,2211.9431400000003,2234.286,2234.286,2144.91456,2033.20026,1854.45738,1631.0287799999999,1407.6001800000001
26,1427.5661400000001,1317.7533600000002,1244.5448400000002,1207.94058,1171.3363200000001,1189.6384500000004,1207.94058,1281.1490999999999,1464.1704000000002,1610.58744,1647.1917000000003,1665.4938300000001,1647.1917000000003,1610.58744,1592.2853100000002,1592.2853100000002,1665.4938300000001,1830.2130000000002,1811.9108700000002,1775.3066100000003,1720.4002200000002,1683.7959600000002,1592.2853100000002,1482.4725300000005
27,1390.4865,1283.5260000000003,1212.219,1176.5655000000002,1140.912,1158.7387500000002,1176.5655000000002,1247.8725,1426.14,1568.7540000000001,1604.4075000000003,1622.2342500000002,1604.4075000000003,1568.7540000000001,1550.9272500000002,1550.9272500000002,1622.2342500000002,1782.6750000000002,1764.8482500000002,1729.1947500000003,1675.7145,1640.0610000000001,1550.9272500000002,1443.9667500000003
28,1562.7348000000002,1469.4372,1399.4640000000002,1376.1396,1376.1396,1399.4640000000002,1726.0056000000002,2005.8984000000003,2215.8179999999998,2239.1424,2239.1424,2215.8179999999998,2215.8179999999998,2215.8179999999998,2169.1692000000003,2192.4936,2309.1156,2332.44,2332.44,2239.1424,2122.5204000000003,1935.9252,1702.6812000000002,1469.4372
29,1680.3600000000001,1580.04,1504.8000000000002,1479.72,1479.72,1504.8000000000002,1855.92,2156.88,2382.6,2407.68,2407.68,2382.6,2382.6,2382.6,2332.44,2357.52,2482.92,2508.0,2508.0,2407.68,2282.28,2081.64,1830.84,1580.04
30,1646.7528000000002,1548.4391999999998,1474.704,1450.1255999999998,1450.1255999999998,1474.704,1818.8016,2113.7424,2334.948,2359.5263999999997,2359.5263999999997,2334.948,2334.948,2334.948,2285.7912,2310.3696,2433.2616,2457.8399999999997,2457.8399999999997,2359.5263999999997,2236.6344,2040.0071999999996,1794.2231999999997,1548.4391999999998
31,1613.1455999999998,1516.8384,1444.608,1420.5312,1420.5312,1444.608,1781.6831999999997,2070.6048,2287.296,2311.3727999999996,2311.3727999999996,2287.296,2287.296,2287.296,2239.1424,2263.2192,2383.6031999999996,2407.68,2407.68,2311.3727999999996,2190.9888,1998.3743999999997,1757.6064000000001,1516.8384
32,1579.5384000000001,1485.2375999999997,1414.5119999999997,1390.9368,1390.9368,1414.5119999999997,1744.5648,2027.4671999999998,2239.644,2263.2192,2263.2192,2239.644,2239.644,2239.644,2192.4936,2216.0688,2333.9447999999998,2357.52,2357.52,2263.2192,2145.3432,1956.7415999999998,1720.9895999999999,1485.2375999999997
33,1506.3048,1390.4352000000001,1313.1888000000001,1274.5656,1235.9424,1255.2540000000001,1274.5656,1351.8119999999997,1544.9280000000003,1699.4208,1738.044,1757.3555999999999,1738.044,1699.4208,1680.1092,1680.1092,1757.3555999999999,1931.1599999999999,1911.8483999999999,1873.2251999999999,1815.2903999999999,1776.6672,1680.1092,1564.2396
34,1467.1799999999998,1354.32,1279.0800000000002,1241.46,1203.84,1222.65,1241.46,1316.6999999999998,1504.8000000000004,1655.28,1692.9000000000003,1711.71,1692.9000000000003,1655.28,1636.4699999999998,1636.4699999999998,1711.71,1881.0,1862.19,1824.57,1768.1399999999999,1730.5200000000002,1636.4699999999998,1523.6100000000001
35,1493.4772350000003,1404.3144150000003,1337.4423000000002,1315.1515949999998,1315.1515949999998,1337.4423000000002,1649.51217,1917.00063,2117.616975,2139.90768,2139.90768,2117.616975,2117.616975,2117.616975,2073.035565,2095.3262699999996,2206.7797950000004,2229.0705,2229.0705,2139.90768,2028.4541550000001,1850.128515,1627.221465,1404.3144150000003
36,1605.8895,1510.0155,1438.11,1414.1415,1414.1415,1438.11,1773.669,2061.291,2277.0074999999997,2300.976,2300.976,2277.0074999999997,2277.0074999999997,2277.0074999999997,2229.0705,2253.0389999999998,2372.8815,2396.85,2396.85,2300.976,2181.1335,1989.3854999999999,1749.7005,1510.0155
37,1573.7717100000002,1479.8151899999998,1409.3477999999998,1385.8586699999998,1385.8586699999998,1409.3477999999998,1738.1956199999997,2020.0651799999998,2231.46735,2254.95648,2254.95648,2231.46735,2231.46735,2231.46735,2184.4890899999996,2207.9782199999995,2325.4238699999996,2348.9129999999996,2348.9129999999996,2254.95648,2137.51083,1949.5977899999998,1714.7064899999998,1479.8151899999998
38,1541.6539199999997,1449.61488,1380.5855999999999,1357.5758399999997,1357.5758399999997,1380.5855999999999,1702.7222399999998,1978.83936,2185.9271999999996,2208.9369599999995,2208.9369599999995,2185.9271999999996,2185.9271999999996,2185.9271999999996,2139.90768,2162.9174399999997,2277.9662399999997,2300.976,2300.976,2208.9369599999995,2093.88816,1909.8100799999997,1679.7124799999997,1449.61488
39,1509.53613,1419.41457,1351.8233999999998,1329.2930099999999,1329.2930099999999,1351.8233999999998,1667.24886,1937.6135399999998,2140.38705,2162.9174399999997,2162.9174399999997,2140.38705,2140.38705,2140.38705,2095.3262699999996,2117.8566599999995,2230.50861,2253.0389999999998,2253.0389999999998,2162.9174399999997,2050.2654899999998,1870.0223699999995,1644.7184699999998,1419.41457
40,1439.54811,1328.81364,1254.9906600000002,1218.0791699999997,1181.16768,1199.623425,1218.0791699999997,1291.9021499999997,1476.4596000000001,1624.10556,1661.0170500000002,1679.472795,1661.0170500000002,1624.10556,1605.649815,1605.649815,1679.472795,1845.5745,1827.118755,1790.2072649999998,1734.84003,1697.9285399999999,1605.649815,1494.9153450000001
41,1402.1572499999997,1294.299,1222.3935000000001,1186.44075,1150.488,1168.464375,1186.44075,1258.3462499999996,1438.1100000000001,1581.921,1617.8737500000002,1635.850125,1617.8737500000002,1581.921,1563.9446249999999,1563.9446249999999,1635.850125,1797.6374999999998,1779.6611249999996,1743.708375,1689.7792499999998,1653.8265,1563.9446249999999,1456.086375
42,1477.4947200000001,1389.2860800000003,1323.1296000000002,1301.07744,1301.07744,1323.1296000000002,1631.85984,1896.4857600000003,2094.9552000000003,2117.00736,2117.00736,2094.9552000000003,2094.9552000000003,2094.9552000000003,2050.8508800000004,2072.90304,2183.16384,2205.2160000000003,2205.2160000000003,2117.00736,2006.7465600000003,1830.3292800000002,1609.8076800000003,1389.2860800000003
43,1588.7040000000002,1493.8560000000002,1422.72,1399.008,1399.008,1422.72,1754.688,2039.2320000000002,2252.64,2276.352,2276.352,2252.64,2252.64,2252.64,2205.2160000000003,2228.928,2347.4880000000003,2371.2000000000003,2371.2000000000003,2276.352,2157.7920000000004,1968.0960000000002,1730.976,1493.8560000000002
44,1556.9299200000003,1463.9788800000001,1394.2656000000002,1371.02784,1371.02784,1394.2656000000002,1719.59424,1998.4473600000003,2207.5872,2230.82496,2230.82496,2207.5872,2207.5872,2207.5872,2161.1116800000004,2184.34944,2300.53824,2323.7760000000003,2323.7760000000003,2230.82496,2114.6361600000005,1928.7340799999997,1696.35648,1463.9788800000001
45,1525.1558400000001,1434.10176,1365.8111999999999,1343.04768,1343.04768,1365.8111999999999,1684.5004799999997,1957.66272,2162.5344,2185.2979200000004,2185.2979200000004,2162.5344,2162.5344,2162.5344,2117.00736,2139.7708799999996,2253.58848,2276.352,2276.352,2185.2979200000004,2071.4803200000006,1889.3721600000001,1661.7369600000002,1434.10176
46,1493.3817600000002,1404.22464,1337.3568,1315.06752,1315.06752,1337.3568,1649.40672,1916.87808,2117.4816,2139.7708799999996,2139.7708799999996,2117.4816,2117.4816,2117.4816,2072.90304,2095.19232,2206.63872,2228.928,2228.928,2139.7708799999996,2028.32448,1850.01024,1627.1174399999998,1404.22464
47,1424.1427200000003,1314.59328,1241.5603200000003,1205.04384,1168.52736,1186.7856000000002,1205.04384,1278.0767999999998,1460.6592000000003,1606.72512,1643.2416000000003,1661.49984,1643.2416000000003,1606.72512,1588.4668800000002,1588.4668800000002,1661.49984,1825.8240000000003,1807.5657600000002,1771.0492800000004,1716.27456,1679.75808,1588.4668800000002,1478.9174400000004
48,1387.152,1280.448,1209.3120000000001,1173.7440000000001,1138.176,1155.9600000000003,1173.7440000000001,1244.8799999999999,1422.7200000000005,1564.9920000000002,1600.5600000000002,1618.344,1600.5600000000002,1564.9920000000002,1547.208,1547.208,1618.344,1778.4000000000003,1760.616,1725.048,1671.696,1636.1280000000004,1547.208,1440.5040000000004
49,1431.3230100000003,1345.8708900000001,1281.7818,1260.4187699999998,1260.4187699999998,1281.7818,1580.86422,1837.22058,2029.4878499999995,2050.85088,2050.85088,2029.4878499999995,2029.4878499999995,2029.4878499999995,1986.76179,2008.1248199999998,2114.93997,2136.303,2136.303,2050.85088,1944.03573,1773.13149,1559.5011900000002,1345.8708900000001
50,1539.0569999999998,1447.173,1378.2599999999998,1355.289,1355.289,1378.2599999999998,1699.8539999999998,1975.5059999999996,2182.245,2205.216,2205.216,2182.245,2182.245,2182.245,2136.303,2159.2739999999994,2274.129,2297.1,2297.1,2205.216,2090.361,1906.5929999999998,1676.8829999999998,1447.173
51,1508.27586,1418.2295399999998,1350.6948,1328.1832199999997,1328.1832199999997,1350.6948,1665.8569199999997,1935.9958799999997,2138.6000999999997,2161.1116799999995,2161.1116799999995,2138.6000999999997,2138.6000999999997,2138.6000999999997,2093.57694,2116.08852,2228.6464199999996,2251.158,2251.158,2161.1116799999995,2048.5537799999997,1868.4611399999997,1643.3453399999999,1418.2295399999998
52,1477.49472,1389.2860799999999,1323.1295999999998,1301.0774399999996,1301.0774399999996,1323.1295999999998,1631.8598399999998,1896.4857599999998,2094.9551999999994,2117.00736,2117.00736,2094.9551999999994,2094.9551999999994,2094.9551999999994,2050.85088,2072.9030399999997,2183.1638399999997,2205.216,2205.216,2117.00736,2006.74656,1830.3292799999997,1609.80768,1389.2860799999999
53,1446.71358,1360.34262,1295.5643999999998,1273.97166,1273.97166,1295.5643999999998,1597.86276,1856.9756399999997,2051.3102999999996,2072.9030399999997,2072.9030399999997,2051.3102999999996,2051.3102999999996,2051.3102999999996,2008.1248199999998,2029.7175599999996,2137.68126,2159.2739999999994,2159.2739999999994,2072.9030399999997,1964.9393399999997,1792.1974199999997,1576.2700199999997,1360.34262
54,1379.63826,1273.51224,1202.76156,1167.3862199999999,1132.0108799999998,1149.69855,1167.3862199999999,1238.1368999999997,1415.0136000000002,1556.5149599999997,1591.8903,1609.5779699999998,1591.8903,1556.5149599999997,1538.82729,1538.82729,1609.5779699999998,1768.7669999999998,1751.0793299999998,1715.7039899999997,1662.64098,1627.26564,1538.82729,1432.70127
55,1343.8034999999998,1240.434,1171.521,1137.0645,1102.608,1119.83625,1137.0645,1205.9774999999997,1378.26,1516.086,1550.5425,1567.77075,1550.5425,1516.086,1498.8577499999997,1498.8577499999997,1567.77075,1722.8249999999998,1705.59675,1671.1402500000002,1619.4554999999998,1584.9989999999998,1498.8577499999997,1395.4882499999999
56,1235.6631000000002,1216.0494,1176.8220000000001,1137.5946000000001,1157.2082999999998,1274.8905,1412.1864,1667.1644999999999,1863.3015,1941.7563000000002,1961.3700000000001,1941.7563000000002,1824.0741000000003,1804.4604000000002,1765.2330000000002,1726.0056000000002,1765.2330000000002,1804.4604000000002,1882.9152000000001,1922.1426000000001,1882.9152000000001,1765.2330000000002,1569.0960000000002,1372.959
57,1328.67,1307.58,1265.4,1223.22,1244.31,1370.85,1518.4799999999998,1792.65,2003.55,2087.9100000000003,2109.0,2087.9100000000003,1961.3700000000001,1940.2800000000002,1898.1000000000001,1855.92,1898.1000000000001,1940.2800000000002,2024.6399999999999,2066.8199999999997,2024.6399999999999,1898.1000000000001,1687.1999999999998,1476.3
58,1302.0965999999999,1281.4284,1240.0919999999999,1198.7555999999997,1219.4238,1343.433,1488.1104000000003,1756.7969999999998,1963.479,2046.1517999999999,2066.8199999999997,2046.1517999999999,1922.1426000000001,1901.4744,1860.1380000000001,1818.8016,1860.1380000000001,1901.4744,1984.1471999999999,2025.4835999999996,1984.1471999999999,1860.1380000000001,1653.4560000000001,1446.774
59,1275.5232,1255.2767999999999,1214.7839999999999,1174.2912,1194.5375999999997,1316.016,1457.7407999999998,1720.9439999999997,1923.4079999999997,2004.3935999999999,2024.6399999999999,2004.3935999999999,1882.9152000000001,1862.6687999999997,1822.1760000000002,1781.6832000000002,1822.1760000000002,1862.6687999999997,1943.6544,1984.1471999999999,1943.6544,1822.1760000000002,1619.7120000000002,1417.2479999999998
60,1248.9497999999999,1229.1252,1189.4759999999999,1149.8267999999998,1169.6514,1288.599,1427.3711999999998,1685.0909999999997,1883.337,1962.6354000000001,1982.46,1962.6354000000001,1843.6877999999997,1823.8632,1784.2139999999997,1744.5647999999997,1784.2139999999997,1823.8632,1903.1615999999997,1942.8108,1903.1615999999997,1784.2139999999997,1585.9679999999998,1387.7219999999998
61,1217.9475,1185.4689,1120.5117,1071.7938,1055.5545000000002,1055.5545000000002,1104.2724,1201.7081999999998,1347.8619,1445.2976999999998,1494.0156,1526.4941999999999,1477.7763,1461.5370000000003,1461.5370000000003,1396.5798,1380.3405,1429.0584,1494.0156,1623.9299999999998,1575.2121000000002,1542.7334999999998,1461.5370000000003,1380.3405
62,1186.3125,1154.6775,1091.4074999999998,1043.9550000000002,1028.1375,1028.1375,1075.5900000000001,1170.495,1312.8525,1407.7575,1455.2100000000003,1486.8449999999998,1439.3925,1423.575,1423.575,1360.305,1344.4875,1391.94,1455.2100000000003,1581.7499999999998,1534.2975,1502.6624999999997,1423.575,1344.4875
63,1230.653655,1211.11947,1172.0511000000001,1132.98273,1152.516915,1269.722025,1406.46132,1660.405725,1855.7475749999999,1933.884315,1953.4185000000002,1933.884315,1816.6792050000001,1797.1450200000002,1758.07665,1719.0082800000002,1758.07665,1797.1450200000002,1875.2817600000003,1914.35013,1875.2817600000003,1758.07665,1562.7348000000002,1367.3929500000002
64,1323.2835,1302.279,1260.27,1218.261,1239.2655,1365.2925,1512.324,1785.3825,1995.4274999999998,2079.4455,2100.45,2079.4455,1953.4185000000002,1932.414,1890.405,1848.3960000000002,1890.405,1932.414,2016.4319999999998,2058.4410000000003,2016.4319999999998,1890.405,1680.3600000000001,1470.3149999999998
65,1296.81783,1276.23342,1235.0646,1193.8957799999998,1214.4801899999998,1337.98665,1482.07752,1749.6748499999999,1955.51895,2037.8565899999999,2058.4410000000003,2037.8565899999999,1914.35013,1893.76572,1852.5969,1811.42808,1852.5969,1893.76572,1976.1033599999998,2017.27218,1976.1033599999998,1852.5969,1646.7528,1440.9087
66,1270.3521600000001,1250.1878399999998,1209.8591999999999,1169.53056,1189.6948799999998,1310.6808,1451.8310399999998,1713.9671999999998,1915.6103999999998,1996.26768,2016.4319999999998,1996.26768,1875.2817600000003,1855.11744,1814.7888,1774.46016,1814.7888,1855.11744,1935.7747200000001,1976.1033599999998,1935.7747200000001,1814.7888,1613.1455999999998,1411.5023999999999
67,1243.8864899999999,1224.14226,1184.6537999999998,1145.1653399999998,1164.90957,1283.37495,1421.5845599999998,1678.2595499999998,1875.7018499999997,1954.67877,1974.4229999999998,1954.67877,1836.2133900000001,1816.4691599999999,1776.9807,1737.4922399999998,1776.9807,1816.4691599999999,1895.4460799999997,1934.9345399999997,1895.4460799999997,1776.9807,1579.5384,1382.0960999999998
68,1213.009875,1180.662945,1115.969085,1067.44869,1051.275225,1051.275225,1099.79562,1196.83641,1342.3975950000001,1439.438385,1487.95878,1520.30571,1471.785315,1455.61185,1455.61185,1390.9179900000001,1374.7445249999998,1423.2649199999998,1487.95878,1617.3465,1568.826105,1536.479175,1455.61185,1374.7445249999998
69,1181.503125,1149.996375,1086.982875,1039.72275,1023.9693750000001,1023.9693750000001,1071.2295,1165.7497499999997,1307.5301249999998,1402.050375,1449.3105,1480.8172499999998,1433.557125,1417.80375,1417.80375,1354.79025,1339.036875,1386.297,1449.3105,1575.3374999999999,1528.077375,1496.5706249999996,1417.80375,1339.036875
70,1193.917725,1174.96665,1137.0645000000002,1099.16235,1118.1134249999998,1231.8198750000001,1364.4774,1610.841375,1800.352125,1876.1564250000001,1895.1075,1876.1564250000001,1762.4499750000002,1743.4989,1705.5967500000002,1667.6946,1705.5967500000002,1743.4989,1819.3032,1857.20535,1819.3032,1705.5967500000002,1516.0860000000002,1326.57525
71,1283.7824999999998,1263.405,1222.65,1181.895,1202.2724999999998,1324.5375,1467.1799999999998,1732.0875,1935.8624999999997,2017.3725,2037.75,2017.3725,1895.1075,1874.7300000000002,1833.975,1793.22,1833.975,1874.7300000000002,1956.2399999999998,1996.995,1956.2399999999998,1833.975,1630.1999999999998,1426.425
72,1258.1068499999997,1238.1369,1198.197,1158.2570999999998,1178.2270499999997,1298.04675,1437.8364,1697.4457499999999,1897.1452499999998,1977.0250499999997,1996.995,1977.0250499999997,1857.20535,1837.2354,1797.2955000000002,1757.3555999999999,1797.2955000000002,1837.2354,1917.1151999999997,1957.0550999999998,1917.1151999999997,1797.2955000000002,1597.5959999999998,1397.8964999999998
73,1232.4312,1212.8687999999997,1173.7439999999997,1134.6191999999999,1154.1815999999997,1271.556,1408.4927999999998,1662.8039999999999,1858.4279999999997,1936.6775999999998,1956.2399999999998,1936.6775999999998,1819.3032,1799.7407999999998,1760.616,1721.4912,1760.616,1799.7407999999998,1877.9904,1917.1151999999997,1877.9904,1760.616,1564.9919999999997,1369.3679999999997
74,1206.7555499999999,1187.6007,1149.291,1110.9813,1130.1361499999998,1245.0652499999999,1379.1491999999998,1628.1622499999999,1819.7107499999997,1896.3301499999998,1915.4849999999997,1896.3301499999998,1781.40105,1762.2462,1723.9364999999998,1685.6268,1723.9364999999998,1762.2462,1838.8655999999996,1877.1752999999997,1838.8655999999996,1723.9364999999998,1532.388,1340.8394999999998
75,1176.800625,1145.419275,1082.656575,1035.58455,1019.8938750000001,1019.8938750000001,1066.9659000000001,1161.1099499999998,1302.326025,1396.470075,1443.5421000000001,1474.92345,1427.8514249999998,1412.16075,1412.16075,1349.39805,1333.707375,1380.7794,1443.5421000000001,1569.0674999999999,1521.9954749999997,1490.6141249999998,1412.16075,1333.707375
76,1146.234375,1115.668125,1054.535625,1008.68625,993.403125,993.403125,1039.2524999999998,1130.9512499999998,1268.4993749999996,1360.198125,1406.0475000000001,1436.6137499999998,1390.764375,1375.48125,1375.48125,1314.34875,1299.065625,1344.915,1406.0475000000001,1528.3125,1482.463125,1451.8968749999997,1375.48125,1299.065625
77,1213.9555050000001,1194.6863700000001,1156.1481,1117.6098299999999,1136.8789649999999,1252.4937750000001,1387.37772,1637.8764749999998,1830.5678249999999,1907.644365,1926.9134999999999,1907.644365,1792.029555,1772.76042,1734.22215,1695.6838799999998,1734.22215,1772.76042,1849.83696,1888.3752299999999,1849.83696,1734.22215,1541.5308,1348.83945
78,1305.3284999999998,1284.609,1243.1699999999998,1201.731,1222.4505,1346.7675000000002,1491.804,1761.1575,1968.3525,2051.2305,2071.95,2051.2305,1926.9134999999999,1906.194,1864.7549999999999,1823.316,1864.7549999999999,1906.194,1989.072,2030.511,1989.072,1864.7549999999999,1657.56,1450.3649999999998
