,0
1026,755
1027,752
1028,740
1029,750
1030,747
1031,757
1032,769
1033,781
1034,767
1035,763
1036,753
1037,747
1038,722
1039,746
1040,718
1041,767
1042,770
1043,753
1044,746
1045,742
1046,746
1047,758
1048,732
1049,713
1050,684
1051,672
1052,684
1053,681
1054,682
1055,691
1056,707
1057,705
1058,699
1059,679
1060,671
1061,646
1062,644
1063,625
1064,627
1065,618
1066,618
1067,607
1068,593
1069,580
1070,577
1071,601
1072,640
1073,634
1074,653
1075,645
1076,675
1077,699
1078,699
1079,693
1080,710
1081,731
1082,721
1083,731
1084,711
1085,695
1086,676
1087,689
1088,688
1089,698
1090,710
1091,713
1092,707
1093,716
1094,727
1095,725
1096,706
1097,687
1098,679
1099,675
1100,685
1101,673
1102,671
1103,685
1104,694
1105,679
1106,661
1107,661
1108,637
1109,631
1110,618
1111,615
1112,609
1113,611
1114,624
1115,588
1116,571
1117,581
1118,560
1119,576
1120,596
1121,614
1122,651
1123,655
1124,660
1125,685
1126,692
1127,670
1128,674
1129,685
1130,672
1131,670
1132,677
1133,643
1134,662
1135,648
1136,655
1137,654
1138,666
1139,676
1140,667
1141,688
1142,688
1143,708
1144,674
1145,679
1146,663
1147,645
1148,657
1149,649
1150,635
1151,658
1152,674
1153,662
1154,659
1155,646
1156,639
1157,637
1158,630
1159,623
1160,632
1161,642
1162,666
1163,681
1164,705
1165,724
1166,739
1167,745
1168,755
1169,767
1170,763
1171,766
1172,764
1173,762
1174,780
1175,770
1176,758
1177,777
1178,777
1179,745
1180,765
1181,744
1182,748
1183,752
1184,761
1185,774
1186,770
1187,773
1188,764
1189,764
1190,763
1191,789
1192,768
1193,735
1194,708
1195,687
1196,689
1197,671
1198,671
1199,699
1200,688
1201,687
1202,678
1203,663
1204,659
1205,645
1206,642
1207,630
1208,641
1209,660
1210,683
1211,686
1212,712
1213,745
1214,746
1215,752
1216,770
1217,776
1218,780
1219,768
1220,768
1221,783
1222,763
1223,762
1224,782
1225,798
1226,788
1227,761
1228,794
1229,780
1230,756
1231,758
1232,758
1233,776
1234,775
1235,792
1236,749
1237,783
1238,765
1239,776
1240,743
1241,729
1242,696
1243,679
1244,686
1245,679
1246,667
1247,694
1248,703
1249,695
1250,683
1251,664
1252,657
1253,659
1254,646
1255,656
1256,666
1257,669
1258,667
1259,689
1260,710
1261,731
1262,745
1263,743
1264,761
1265,758
1266,758
1267,751
1268,739
1269,758
1270,751
1271,744
1272,776
1273,788
1274,774
1275,767
1276,775
1277,755
1278,750
1279,752
1280,730
1281,763
1282,768
1283,775
1284,752
1285,775
1286,778
1287,791
1288,760
1289,735
1290,714
1291,700
1292,692
1293,682
1294,685
1295,712
1296,709
1297,720
1298,715
1299,702
1300,685
1301,681
1302,675
1303,652
1304,668
1305,675
1306,686
1307,697
1308,737
1309,732
1310,728
1311,744
1312,743
1313,758
1314,756
1315,743
1316,733
1317,750
1318,740
1319,756
1320,755
1321,776
1322,766
1323,749
1324,747
1325,744
1326,725
1327,727
1328,725
1329,741
1330,755
1331,759
1332,752
1333,751
1334,746
1335,773
1336,732
1337,726
1338,702
1339,683
1340,688
1341,664
1342,664
1343,704
1344,709
1345,716
1346,710
1347,687
1348,694
1349,674
1350,666
1351,672
1352,667
1353,684
1354,684
1355,693
1356,671
1357,705
1358,733
1359,709
1360,700
1361,710
1362,732
1363,712
1364,714
1365,724
1366,713
1367,720
1368,756
1369,768
1370,750
1371,757
1372,757
1373,737
1374,728
1375,735
1376,729
1377,766
1378,759
1379,767
1380,776
1381,780
1382,792
1383,786
1384,758
1385,740
1386,703
1387,701
1388,699
1389,704
1390,693
1391,716
1392,716
1393,714
1394,697
1395,686
1396,680
1397,686
1398,641
1399,658
1400,658
1401,645
1402,673
1403,640
1404,630
1405,604
1406,615
1407,628
1408,634
1409,660
1410,699
1411,696
1412,702
1413,732
1414,726
1415,717
1416,740
1417,753
1418,749
1419,734
1420,743
1421,718
1422,705
1423,708
1424,711
1425,727
1426,736
1427,747
1428,744
1429,740
1430,751
1431,763
1432,741
1433,714
1434,698
1435,701
1436,710
1437,697
1438,687
1439,703
1440,712
1441,720
1442,694
1443,698
1444,679
1445,648
1446,665
1447,656
1448,677
1449,651
1450,623
1451,604
1452,595
1453,578
1454,576
1455,598
1456,620
1457,644
1458,691
1459,666
1460,691
1461,700
1462,717
1463,700
1464,694
1465,714
1466,724
1467,702
1468,696
1469,691
1470,682
1471,677
1472,677
1473,688
1474,687
1475,713
1476,708
1477,735
1478,734
1479,743
1480,711
1481,717
1482,702
1483,698
1484,694
1485,691
1486,691
1487,704
